column_3,column_4,column_1,column,column_2
515664.4572,6937300.683,7.595792938,58.0,180.0
515665.1393,6937299.951,7.514258127,59.0,180.0
515665.254,6937299.828,7.5,59.16821805,180.0
515665.8213,6937299.22,7.471028457,60.0,180.0
515668.5494,6937296.295,7.367732969,64.0,180.0
515669.2314,6937295.563,7.340842391,65.0,180.0
515669.9134,6937294.832,7.323556138,66.0,180.0
515670.5954,6937294.101,7.312206026,67.0,180.0
515671.2774,6937293.369,7.29892945,68.0,180.0
515671.9595,6937292.638,7.283247684,69.0,180.0
515672.6415,6937291.907,7.260531143,70.0,180.0
515673.3235,6937291.175,7.231336967,71.0,180.0
515674.0055,6937290.444,7.206283792,72.0,180.0
515674.6876,6937289.713,7.176610402,73.0,180.0
515675.3696,6937288.981,7.141596973,74.0,180.0
515676.0516,6937288.25,7.100093863,75.0,180.0
515676.7336,6937287.519,7.062885617,76.0,180.0
515677.4156,6937286.787,7.027138697,77.0,180.0
515677.9391,6937286.226,7.0,77.76756658,180.0
515678.0977,6937286.056,6.9946191,78.0,180.0
515678.7797,6937285.325,6.971316046,79.0,180.0
515679.4617,6937284.593,6.948463693,80.0,180.0
515680.1437,6937283.862,6.925860771,81.0,180.0
515680.8257,6937283.131,6.90324578,82.0,180.0
515682.1898,6937281.668,6.85833846,84.0,180.0
515682.8718,6937280.937,6.839988626,85.0,180.0
515683.5538,6937280.205,6.821086722,86.0,180.0
515684.2358,6937279.474,6.801157503,87.0,180.0
515684.9179,6937278.743,6.780534708,88.0,180.0
515685.5999,6937278.011,6.759253316,89.0,180.0
515686.2819,6937277.28,6.737018927,90.0,180.0
515686.9639,6937276.549,6.714029552,91.0,180.0
515687.646,6937275.817,6.690514785,92.0,180.0
515688.328,6937275.086,6.666490778,93.0,180.0
515689.01,6937274.355,6.641972337,94.0,180.0
515689.692,6937273.623,6.620573842,95.0,180.0
515690.374,6937272.892,6.600718205,96.0,180.0
515691.0561,6937272.161,6.580527648,97.0,180.0
515691.7381,6937271.429,6.55999269,98.0,180.0
